instance,n,m,ratio_1,ratio_2,density,min_degree,max_degree,avg_degree,med_degree,25Q_degree,75Q_degree,cv_degree,entropy_degree,min_clique,max_clique,med_clique,Q25_clique,Q75_clique,cv_clique,entropy_clique,clique_time,max_card_clique,min_cluster_coeff,max_cluster_coeff,med_cluster_coeff,Q25_cluster_coeff,Q75_cluster_coeff,cv_cluster_coeff,entropy_cluster_coeff,min_cluster_wcoeff,max_cluster_wcoeff,med_cluster_wcoeff,Q25_cluster_wcoeff,Q75_cluster_wcoeff,cv_cluster_wcoeff,entropy_cluster_wcoeff,cluster_coeff_time,DSATUR_n_colors,DSATUR_time,DSATUR_min_size,DSATUR_max_size,DSATUR_mean_size,DSATUR_med_size,DSATUR_Q25_size,DSATUR_Q75_size,DSATUR_vc_size,DSATUR_entropy_size,time
random_graph_3_500_0.7_25_2.col,500,107931,0.0,215.86,0.87,307,493,431,449,391,475,0.12,0.91,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0,25,0,0,0.89,0.86,0.93,0.04,0.0,293,426,399.97,365.27,410.15,0.08,0.9,4,49,7,1,5,2,3,2,4,0.7,0.97,12.0
random_graph_4_1000_0.5_100_2.col,1000,247248,0.0,247.25,0.49,451,538,494,494,483,505,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,1,13,0,0,0.49,0.49,0.5,0.0,0.0,222,266,244.76,239.05,250.13,0.03,0.91,18,123,41,2,5,2,3,2,3,0.4,0.83,62.0
random_graph_1_500_0.1_25_4.col,500,11410,0.04,22.82,0.09,26,67,45,46,41,51,0.16,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.09,0.09,0.1,0.1,0.0,2,6,4.25,3.64,4.73,0.19,0.76,0,15,0,2,4,2,3,2,3,0.31,0.84,1.0
random_graph_4_250_0.1_25_4.col,250,2863,0.09,11.45,0.09,10,36,22,23,20,26,0.23,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.11,0.23,0.0,0,4,2.1,1.66,2.59,0.3,0.68,0,10,0,4,6,4,5,4,5,0.16,0.86,0.0
random_graph_3_1000_0.35_100_4.col,1000,283849,0.0,283.85,0.57,300,714,567,591,467,685,0.21,0.95,0.09,0.1,0.09,0.09,0.09,0.0,0.0,63,95,0,0,0.8,0.75,0.9,0.1,0.0,294,525,472.55,416.75,509.9,0.13,0.94,25,167,40,1,8,3,3,2,4,0.4,0.74,130.0
random_graph_4_500_0.9_0_2.col,500,112275,0.0,224.55,0.9,425,467,449,450,445,453,0.01,0.89,0.07,0.09,0.08,0.08,0.08,0.0,0.0,1,45,0,0,0.9,0.9,0.9,0.0,0.0,382,420,404.72,400.42,407.83,0.01,0.88,4,179,7,1,4,2,2,2,3,0.27,0.54,14.0
random_graph_3_500_0.05_25_2.col,500,11719,0.04,23.44,0.09,21,67,46,48,41,53,0.19,0.91,0.02,0.04,0.03,0.03,0.04,0.0,0.0,0,20,0,0,0.72,0.69,0.75,0.08,0.0,20,47,33.69,29.29,38.75,0.18,0.95,0,29,0,1,7,4,6,2,6,0.49,0.84,1.0
random_graph_4_250_0.5_0_1.col,250,15562,0.02,62.25,0.5,104,154,124,124,119,130,0.07,0.91,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.5,0.5,0.5,0.01,0.0,52,76,62.18,59.48,65.4,0.07,0.88,0,40,0,2,5,3,3,3,4,0.26,0.82,0.0
random_graph_1_1000_0.9_50_2.col,1000,440605,0.0,440.61,0.88,842,912,881,881,874,888,0.01,0.91,0.03,0.04,0.04,0.04,0.04,0.0,0.0,6,41,0,0,0.88,0.88,0.88,0.0,0.0,742,804,776.84,770.78,782.97,0.01,0.91,46,220,60,1,5,2,2,2,3,0.37,0.63,115.0
random_graph_3_250_0.35_0_2.col,250,18227,0.01,72.91,0.59,80,186,145,149,121,172,0.21,0.93,0.32,0.39,0.35,0.35,0.38,0.0,0.0,2,98,0,1,0.82,0.76,0.93,0.11,0.18,80,136,124.03,110.67,131.2,0.12,0.89,0,98,0,1,3,2,3,2,3,0.27,0.71,3.0
random_graph_3_500_0.05_0_4.col,500,12652,0.04,25.3,0.1,16,66,50,52,43,58,0.2,0.91,0.02,0.08,0.06,0.05,0.07,0.0,0.0,2,42,0,1,0.76,0.72,0.79,0.08,0.09,16,51,39.58,33.15,44.44,0.2,0.92,0,42,0,2,7,4,5,4,5,0.33,0.89,3.0
random_graph_3_500_0.7_0_4.col,500,115099,0.0,230.2,0.92,346,499,460,485,425,499,0.1,0.69,0.69,0.74,0.72,0.72,0.72,0.0,0.0,59,369,0,1,0.93,0.92,0.98,0.03,0.09,346,460,452.98,414.05,460.24,0.07,0.7,4,369,6,1,2,1,1,1,2,0.48,0.94,71.0
random_graph_3_1000_0.05_0_1.col,1000,48587,0.02,48.59,0.1,55,123,97,100,90,107,0.14,0.91,0.04,0.07,0.06,0.05,0.06,0.0,0.0,33,67,0,1,0.75,0.73,0.77,0.08,0.06,50,86,75.09,68.68,80.5,0.11,0.92,0,68,7,4,6,5,6,5,6,0.16,0.93,41.0
random_graph_4_250_0.1_0_2.col,250,3112,0.08,12.45,0.1,13,36,24,25,22,28,0.2,0.92,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.19,0.0,1,4,2.49,2.0,2.99,0.26,0.78,0,10,0,2,4,2,3,2,3,0.32,0.86,0.0
random_graph_1_1000_0.9_100_1.col,1000,445191,0.0,445.19,0.89,841,923,890,891,884,897,0.01,0.9,0.04,0.05,0.04,0.04,0.04,0.0,0.0,9,49,0,0,0.89,0.89,0.89,0.0,0.0,748,822,793.94,787.79,799.49,0.01,0.89,46,288,61,2,4,2,2,2,2,0.15,0.27,118.0
random_graph_4_100_0.9_0_2.col,100,4455,0.02,44.55,0.9,81,95,89,89,87,91,0.03,0.9,0.2,0.28,0.24,0.23,0.25,0.0,0.01,0,28,0,0,0.9,0.9,0.9,0.0,0.0,72,85,80.01,78.48,82.02,0.03,0.85,0,45,0,1,2,1,2,2,2,0.25,0.35,0.0
random_graph_1_1000_0.5_0_3.col,1000,250184,0.0,250.18,0.5,449,555,500,501,489,511,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,1,13,0,0,0.5,0.5,0.5,0.0,0.0,225,277,250.92,245.12,255.76,0.03,0.88,17,127,40,2,6,3,3,2,4,0.31,0.79,60.0
random_graph_4_1000_0.1_50_3.col,1000,47842,0.02,47.84,0.1,67,130,95,96,89,103,0.11,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,6,12,9.14,8.53,9.96,0.12,0.78,0,27,7,3,6,4,4,4,5,0.17,0.74,9.0
random_graph_4_100_0.9_20_2.col,100,4243,0.02,42.43,0.86,78,91,84,85,83,87,0.03,0.92,0.14,0.18,0.16,0.16,0.16,0.0,0.01,0,18,0,0,0.85,0.85,0.86,0.0,0.0,66,77,72.58,70.82,74.18,0.03,0.91,0,33,0,1,4,2,2,2,3,0.48,0.9,0.0
random_graph_1_500_0.1_0_4.col,500,12533,0.04,25.07,0.1,30,74,50,50,46,55,0.13,0.89,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.1,0.11,0.09,0.0,3,8,5.04,4.52,5.57,0.16,0.68,0,16,0,3,6,4,5,4,6,0.26,0.94,1.0
random_graph_4_1000_0.9_0_2.col,1000,449550,0.0,449.55,0.9,865,930,899,900,893,906,0.01,0.9,0.04,0.05,0.05,0.04,0.05,0.0,0.0,11,53,0,0,0.9,0.9,0.9,0.0,0.0,778,836,809.67,803.74,815.23,0.01,0.89,47,324,61,2,5,2,3,2,3,0.33,0.68,122.0
random_graph_4_250_0.5_0_3.col,250,15562,0.02,62.25,0.5,104,154,124,124,119,130,0.07,0.91,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.5,0.5,0.5,0.01,0.0,52,76,62.18,59.48,65.4,0.07,0.88,0,40,0,2,5,3,3,3,4,0.26,0.82,0.0
random_graph_1_100_0.5_20_2.col,100,2409,0.04,24.09,0.49,37,57,48,48,44,52,0.1,0.95,0.04,0.08,0.06,0.05,0.07,0.0,0.01,0,8,0,0,0.48,0.48,0.49,0.03,0.0,18,28,23.56,21.26,25.09,0.1,0.93,0,19,0,2,2,2,2,2,2,0.0,0.0,0.0
random_graph_1_1000_0.1_0_2.col,1000,49653,0.02,49.65,0.1,64,135,99,99,92,105,0.1,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.1,0.1,0.04,0.0,6,13,9.85,9.14,10.54,0.11,0.72,0,27,8,2,5,3,4,3,5,0.28,0.86,9.0
random_graph_3_250_0.7_50_1.col,250,28091,0.01,112.36,0.9,170,249,224,237,206,244,0.1,0.89,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0,50,0,0,0.91,0.9,0.96,0.03,0.0,166,224,215.23,197.32,220.02,0.07,0.89,0,92,0,1,4,1,2,1,2,0.78,0.81,1.0
random_graph_1_1000_0.1_50_3.col,1000,47564,0.02,47.56,0.1,56,126,95,95,88,102,0.11,0.91,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.05,0.0,5,12,9.05,8.35,9.78,0.12,0.72,0,26,7,3,7,5,5,4,6,0.23,0.93,9.0
random_graph_4_250_0.5_50_4.col,250,14885,0.02,59.54,0.48,86,142,119,120,112,127,0.09,0.94,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.48,0.47,0.48,0.02,0.0,42,68,57.14,53.31,60.78,0.08,0.91,0,37,0,2,5,2,2,2,3,0.39,0.7,0.0
random_graph_4_100_0.1_20_1.col,100,471,0.21,4.71,0.1,3,18,9,9,7,11,0.34,0.91,0.02,0.03,0.02,0.02,0.03,0.0,0.01,0,3,0,0,0.09,0.07,0.13,0.59,0.0,0,2,0.89,0.65,1.25,0.58,0.79,0,6,0,3,5,4,5,4,5,0.19,0.79,0.0
random_graph_3_250_0.05_50_2.col,250,3053,0.08,12.21,0.1,7,35,24,25,20,29,0.23,0.93,0.02,0.08,0.05,0.05,0.06,0.0,0.0,0,19,0,1,0.74,0.7,0.79,0.1,0.07,7,24,18.82,15.18,21.6,0.22,0.95,0,20,0,3,6,4,4,4,5,0.17,0.72,0.0
random_graph_3_1000_0.05_100_4.col,1000,47273,0.02,47.27,0.09,47,121,94,97,89,102,0.13,0.89,0.03,0.04,0.04,0.03,0.04,0.0,0.0,16,45,0,0,0.73,0.71,0.76,0.08,0.0,46,86,70.6,65.58,74.55,0.11,0.91,0,50,6,2,8,5,6,5,7,0.29,0.81,24.0
random_graph_1_250_0.9_50_4.col,250,26879,0.01,107.52,0.86,184,232,215,218,212,224,0.06,0.92,0.08,0.12,0.1,0.1,0.1,0.0,0.0,0,30,0,0,0.86,0.86,0.86,0.01,0.0,161,200,188.34,182.69,193.21,0.05,0.91,0,250,2054,0,0,0,0,0,0,,0.0,2054.0
random_graph_3_100_0.05_20_4.col,100,442,0.23,4.42,0.09,3,16,8,8,7,11,0.34,0.91,0.03,0.1,0.06,0.05,0.07,0.0,0.01,0,10,0,1,0.72,0.67,0.82,0.17,0.08,2,11,5.67,4.5,7.89,0.37,0.9,0,11,0,1,4,3,4,2,4,0.36,0.81,0.0
random_graph_4_1000_0.5_50_2.col,1000,244713,0.0,244.71,0.49,438,549,489,489,479,500,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,1,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2265,122,71,2,4,2,2,2,3,0.31,0.78,2339.0
random_graph_3_100_0.35_10_4.col,100,2433,0.04,24.33,0.49,26,68,48,49,38,60,0.25,0.95,0.07,0.1,0.09,0.09,0.1,0.0,0.01,0,10,0,0,0.7,0.64,0.78,0.12,0.0,22,44,33.97,29.35,37.96,0.17,0.95,0,17,0,1,3,2,3,2,3,0.39,0.87,0.0
random_graph_1_100_0.9_0_4.col,100,4496,0.02,44.96,0.91,81,95,89,90,88,92,0.03,0.93,0.22,0.28,0.25,0.24,0.25,0.0,0.01,0,28,0,0,0.91,0.91,0.91,0.0,0.0,73,86,81.83,79.95,83.48,0.03,0.9,0,46,0,1,3,2,2,2,2,0.26,0.71,0.0
random_graph_1_100_0.1_10_4.col,100,441,0.23,4.41,0.09,3,19,8,9,7,10,0.33,0.89,0.02,0.04,0.02,0.02,0.03,0.0,0.01,0,4,0,0,0.08,0.05,0.11,0.64,0.0,0,2,0.75,0.33,1.0,0.61,0.63,0,5,0,2,4,3,4,3,4,0.27,0.86,0.0
random_graph_1_500_0.5_100_1.col,500,61874,0.01,123.75,0.5,212,277,247,247,240,255,0.04,0.93,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.49,0.5,0.0,0.0,106,138,122.78,119.09,126.45,0.04,0.89,3,71,7,2,6,3,3,3,4,0.28,0.75,11.0
random_graph_3_100_0.35_0_2.col,100,2936,0.03,29.36,0.59,33,75,58,61,48,71,0.22,0.93,0.34,0.4,0.35,0.35,0.38,0.0,0.01,0,40,0,1,0.81,0.76,0.93,0.11,0.14,33,55,49.55,44.53,53.16,0.12,0.91,0,42,0,1,3,2,2,2,3,0.26,0.67,0.0
random_graph_3_100_0.7_10_2.col,100,4081,0.02,40.81,0.82,58,93,81,85,75,90,0.11,0.91,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.83,0.81,0.87,0.04,0.0,51,75,69.03,64.91,73.25,0.08,0.88,0,19,0,1,4,2,2,1,3,0.53,0.91,0.0
random_graph_4_1000_0.5_0_1.col,1000,249750,0.0,249.75,0.5,452,550,499,499,489,510,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.5,0.5,0.5,0.0,0.0,226,274,249.61,244.59,255.02,0.03,0.91,27,125,62,2,5,2,3,2,3,0.3,0.64,93.0
random_graph_4_500_0.5_0_3.col,500,62375,0.01,124.75,0.5,215,287,249,249,242,258,0.05,0.94,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.5,0.5,0.5,0.0,0.0,107,143,124.67,121.0,128.69,0.05,0.91,3,71,7,2,6,3,4,3,4,0.29,0.77,10.0
random_graph_1_250_0.1_0_4.col,250,3103,0.08,12.41,0.1,13,37,24,25,22,28,0.18,0.89,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.17,0.0,0,3,2.44,2.0,2.88,0.24,0.71,0,11,0,3,6,4,5,4,5,0.2,0.84,0.0
random_graph_3_1000_0.35_50_3.col,1000,278264,0.0,278.26,0.56,278,712,556,581,453,676,0.22,0.96,0.05,0.05,0.05,0.05,0.05,0.0,0.0,17,50,0,0,0.78,0.74,0.88,0.1,0.0,270,513,453.23,396.82,492.86,0.13,0.95,37,98,61,1,9,3,3,3,4,0.47,0.82,116.0
random_graph_4_500_0.5_100_1.col,500,61754,0.01,123.51,0.5,213,283,247,247,239,254,0.05,0.91,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,12,0,0,0.5,0.49,0.5,0.01,0.0,105,139,122.21,118.29,125.88,0.05,0.89,2,70,6,2,5,3,3,3,4,0.2,0.65,10.0
random_graph_4_100_0.5_0_1.col,100,2475,0.04,24.75,0.5,37,60,49,50,46,53,0.1,0.91,0.05,0.08,0.07,0.06,0.07,0.0,0.01,0,8,0,0,0.5,0.49,0.51,0.03,0.0,19,29,25.15,22.89,26.43,0.1,0.93,0,22,0,2,3,2,2,2,3,0.23,0.9,0.0
random_graph_1_1000_0.5_50_2.col,1000,245073,0.0,245.07,0.49,437,549,490,490,479,501,0.03,0.92,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.49,0.49,0.49,0.0,0.0,214,269,240.32,235.08,246.03,0.03,0.9,27,120,61,2,7,4,4,4,5,0.24,0.77,92.0
random_graph_3_1000_0.05_50_4.col,1000,46304,0.02,46.3,0.09,45,119,92,95,86,101,0.14,0.9,0.02,0.03,0.03,0.03,0.03,0.0,0.0,16,33,0,0,0.72,0.7,0.74,0.08,0.0,43,84,67.89,62.32,72.24,0.11,0.91,1,43,10,1,8,5,6,4,6,0.43,0.87,28.0
random_graph_4_500_0.1_25_4.col,500,11417,0.04,22.83,0.09,25,69,45,45,41,51,0.17,0.92,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.09,0.08,0.1,0.11,0.0,2,6,4.11,3.65,4.76,0.19,0.77,0,15,1,5,7,5,6,5,6,0.14,0.92,1.0
random_graph_1_250_0.1_25_4.col,250,2862,0.09,11.45,0.09,12,38,22,22,20,26,0.22,0.91,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.09,0.08,0.1,0.22,0.0,0,3,2.1,1.66,2.55,0.28,0.7,0,10,0,2,3,2,2,2,3,0.24,0.97,0.0
random_graph_3_250_0.7_25_2.col,250,27531,0.01,110.12,0.88,164,244,220,231,201,239,0.1,0.89,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,25,0,0,0.89,0.88,0.94,0.03,0.0,157,216,206.21,188.65,210.83,0.07,0.89,0,49,1,1,4,2,2,1,3,0.47,0.93,2.0
random_graph_1_100_0.1_20_3.col,100,473,0.21,4.73,0.1,4,15,9,10,7,11,0.31,0.96,0.02,0.04,0.03,0.02,0.03,0.0,0.01,0,4,0,0,0.1,0.07,0.11,0.56,0.0,0,2,0.91,0.57,1.27,0.56,0.78,0,6,0,2,3,2,2,2,2,0.19,0.65,0.0
random_graph_3_100_0.35_20_3.col,100,2646,0.04,26.46,0.53,29,70,52,56,42,64,0.23,0.96,0.12,0.17,0.17,0.16,0.17,0.0,0.01,0,17,0,0,0.77,0.71,0.85,0.11,0.0,27,50,41.78,35.85,46.22,0.16,0.96,0,29,0,1,5,2,2,2,3,0.5,0.83,0.0
random_graph_3_100_0.05_10_3.col,100,399,0.25,3.99,0.08,3,15,7,8,6,10,0.37,0.92,0.02,0.07,0.05,0.04,0.05,0.0,0.01,0,7,0,0,0.65,0.53,0.73,0.21,0.0,1,9,4.71,3.6,6.64,0.42,0.92,0,9,0,1,5,3,4,1,4,0.5,0.88,0.0
random_graph_3_250_0.05_25_1.col,250,2992,0.08,11.97,0.1,6,35,23,25,20,28,0.24,0.92,0.02,0.06,0.05,0.04,0.05,0.0,0.0,0,15,0,1,0.72,0.69,0.77,0.11,0.04,6,24,17.81,14.57,20.43,0.22,0.93,0,18,0,1,6,4,4,4,5,0.26,0.75,0.0
random_graph_4_500_0.1_0_2.col,500,12475,0.04,24.95,0.1,29,70,49,50,45,55,0.14,0.9,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.11,0.09,0.0,2,7,5.0,4.39,5.51,0.16,0.67,0,16,1,3,4,3,3,3,4,0.16,0.95,1.0
random_graph_3_250_0.7_0_4.col,250,28497,0.01,113.99,0.92,170,249,227,240,210,249,0.11,0.71,0.68,0.75,0.7,0.7,0.7,0.0,0.0,4,187,0,1,0.93,0.91,0.98,0.03,0.14,170,227,222.6,205.26,227.81,0.07,0.72,0,187,1,1,2,1,1,1,2,0.47,0.92,6.0
random_graph_4_100_0.5_10_2.col,100,2235,0.04,22.35,0.45,33,63,44,44,42,47,0.11,0.91,0.03,0.07,0.05,0.05,0.06,0.0,0.01,0,7,0,0,0.45,0.44,0.46,0.03,0.0,14,27,19.84,18.58,21.34,0.11,0.85,0,18,0,3,4,3,3,3,4,0.17,1.0,0.0
random_graph_4_1000_0.5_0_4.col,1000,249750,0.0,249.75,0.5,452,550,499,499,489,510,0.03,0.93,0.01,0.01,0.01,0.01,0.01,0.0,0.0,2,12,0,0,0.5,0.5,0.5,0.0,0.0,226,274,249.61,244.59,255.02,0.03,0.91,27,125,62,2,5,2,3,2,3,0.3,0.64,94.0
random_graph_1_250_0.1_0_1.col,250,3103,0.08,12.41,0.1,13,37,24,25,22,28,0.18,0.89,0.01,0.02,0.01,0.01,0.01,0.0,0.0,0,4,0,0,0.1,0.09,0.11,0.17,0.0,0,3,2.44,2.0,2.88,0.24,0.71,0,11,0,3,6,4,5,4,5,0.2,0.84,0.0
random_graph_4_500_0.1_100_3.col,500,12183,0.04,24.37,0.1,31,68,48,49,44,53,0.14,0.91,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.09,0.0,2,7,4.72,4.18,5.15,0.16,0.68,0,16,1,3,5,3,4,3,4,0.21,0.86,1.0
random_graph_1_100_0.9_10_2.col,100,4052,0.02,40.52,0.82,74,89,81,81,78,84,0.05,0.94,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.81,0.81,0.81,0.0,0.0,59,71,65.74,63.13,67.74,0.05,0.94,0,19,0,1,3,2,2,2,3,0.37,0.96,0.0
random_graph_1_500_0.5_100_4.col,500,61036,0.01,122.07,0.49,206,286,244,245,237,253,0.05,0.93,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.49,0.49,0.49,0.01,0.0,100,140,119.59,115.54,123.75,0.05,0.89,3,70,6,2,4,2,3,2,3,0.33,0.89,10.0
random_graph_3_100_0.05_20_1.col,100,448,0.22,4.48,0.09,4,16,8,8,7,11,0.33,0.89,0.04,0.09,0.06,0.05,0.08,0.0,0.01,0,9,0,0,0.73,0.67,0.81,0.16,0.0,2,11,5.69,4.8,8.0,0.34,0.88,0,11,0,1,5,3,4,3,4,0.39,0.88,0.0
random_graph_4_500_0.9_100_2.col,500,111157,0.0,222.31,0.89,420,463,444,445,440,449,0.02,0.9,0.06,0.08,0.07,0.07,0.07,0.0,0.0,2,40,0,0,0.89,0.89,0.89,0.0,0.0,374,412,396.57,392.06,400.3,0.02,0.9,7,171,11,2,3,2,2,2,2,0.08,0.16,22.0
random_graph_1_100_0.9_0_1.col,100,4496,0.02,44.96,0.91,81,95,89,90,88,92,0.03,0.93,0.22,0.28,0.25,0.24,0.25,0.0,0.01,0,28,0,0,0.91,0.91,0.91,0.0,0.0,73,86,81.83,79.95,83.48,0.03,0.9,0,46,0,1,3,2,2,2,2,0.26,0.71,0.0
random_graph_3_250_0.35_25_3.col,250,16798,0.01,67.19,0.54,70,181,134,133,112,164,0.22,0.96,0.08,0.1,0.1,0.09,0.1,0.0,0.0,0,24,0,0,0.77,0.7,0.86,0.11,0.0,65,122,102.39,94.61,113.81,0.13,0.94,0,40,0,1,6,2,3,2,4,0.6,0.87,1.0
random_graph_1_100_0.1_10_1.col,100,463,0.22,4.63,0.09,4,18,9,9,7,11,0.32,0.87,0.02,0.03,0.03,0.02,0.03,0.0,0.01,0,3,0,0,0.08,0.05,0.11,0.64,0.0,0,2,0.77,0.44,1.16,0.63,0.65,0,6,0,1,4,3,3,3,3,0.33,0.92,0.0
random_graph_3_250_0.05_0_3.col,250,2998,0.08,11.99,0.1,11,32,23,24,21,27,0.18,0.92,0.04,0.08,0.06,0.05,0.06,0.0,0.0,0,20,0,1,0.74,0.71,0.78,0.09,0.16,11,23,17.96,15.9,20.24,0.17,0.95,0,20,0,2,4,3,3,3,4,0.24,0.92,0.0
random_graph_3_100_0.35_10_1.col,100,2573,0.04,25.73,0.52,27,68,51,55,42,61,0.22,0.94,0.09,0.1,0.1,0.1,0.1,0.0,0.0,0,10,0,0,0.74,0.68,0.82,0.12,0.0,24,48,38.74,33.75,42.05,0.14,0.93,0,19,0,1,4,2,3,2,3,0.44,0.91,0.0
random_graph_4_500_0.9_25_2.col,500,107606,0.0,215.21,0.86,406,453,430,431,425,436,0.02,0.92,0.04,0.05,0.05,0.04,0.05,0.0,0.0,0,25,0,0,0.86,0.86,0.86,0.0,0.0,349,390,370.75,366.07,374.99,0.02,0.91,8,63,11,1,4,2,2,2,3,0.3,0.66,21.0
random_graph_3_1000_0.7_50_3.col,1000,437080,0.0,437.08,0.88,601,994,874,891,794,976,0.12,0.89,0.05,0.05,0.05,0.05,0.05,0.0,0.0,6,50,0,0,0.9,0.87,0.93,0.04,0.0,584,869,809.51,737.76,851.19,0.09,0.9,76,99,91,1,5,2,3,2,4,0.63,0.95,178.0
random_graph_1_250_0.9_25_2.col,250,27010,0.01,108.04,0.87,196,231,216,216,212,220,0.03,0.89,0.08,0.1,0.1,0.09,0.1,0.0,0.0,0,25,0,0,0.87,0.87,0.87,0.0,0.0,170,200,186.87,183.82,190.37,0.02,0.87,0,60,1,1,4,2,2,2,3,0.31,0.65,2.0
random_graph_4_250_0.9_50_3.col,250,26793,0.01,107.17,0.86,180,231,214,218,211,222,0.06,0.91,0.09,0.12,0.1,0.1,0.1,0.0,0.0,0,29,0,0,0.86,0.86,0.86,0.01,0.0,157,198,187.35,181.39,191.24,0.05,0.91,0,69,1,1,5,2,3,2,3,0.39,0.72,2.0
random_graph_1_500_0.9_0_3.col,500,112469,0.0,224.94,0.9,427,470,449,450,446,455,0.01,0.89,0.07,0.09,0.08,0.08,0.08,0.0,0.0,2,44,0,0,0.9,0.9,0.9,0.0,0.0,384,423,405.85,401.77,409.9,0.01,0.9,8,181,11,1,4,2,3,2,3,0.29,0.63,23.0
random_graph_1_500_0.1_100_3.col,500,12217,0.04,24.43,0.1,33,71,48,49,44,53,0.14,0.91,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0,5,0,0,0.1,0.09,0.1,0.09,0.0,2,6,4.8,4.3,5.3,0.16,0.74,0,16,1,3,5,4,4,4,5,0.15,0.79,1.0
random_graph_4_250_0.5_25_2.col,250,14959,0.02,59.84,0.48,98,142,119,120,113,126,0.07,0.94,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.48,0.48,0.48,0.01,0.0,47,67,57.52,54.17,60.87,0.07,0.92,0,38,0,2,4,2,3,2,3,0.28,0.75,1.0
random_graph_1_500_0.5_25_2.col,500,59930,0.01,119.86,0.48,207,273,239,240,232,247,0.04,0.92,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0,11,0,0,0.48,0.48,0.48,0.01,0.0,98,130,115.04,111.48,118.27,0.05,0.87,2,67,7,2,4,2,3,2,3,0.32,0.85,10.0
random_graph_1_250_0.5_50_3.col,250,14975,0.02,59.9,0.48,90,146,119,120,113,127,0.08,0.94,0.02,0.04,0.03,0.03,0.03,0.0,0.0,0,10,0,0,0.48,0.48,0.49,0.01,0.0,43,70,57.64,54.56,61.07,0.08,0.9,0,37,0,2,6,3,4,3,4,0.29,0.78,1.0
random_graph_3_250_0.05_25_4.col,250,2851,0.09,11.4,0.09,6,35,22,24,19,27,0.25,0.92,0.02,0.05,0.04,0.04,0.04,0.0,0.0,0,12,0,0,0.7,0.65,0.75,0.1,0.0,5,22,16.36,13.19,18.43,0.21,0.9,0,14,0,2,6,3,4,3,4,0.37,0.89,0.0
random_graph_3_500_0.05_100_2.col,500,12100,0.04,24.2,0.1,22,70,48,50,43,55,0.18,0.9,0.03,0.07,0.05,0.05,0.05,0.0,0.0,3,37,0,0,0.74,0.72,0.77,0.08,0.0,21,49,36.33,31.71,41.15,0.17,0.94,0,40,1,1,7,4,6,3,6,0.5,0.84,5.0
random_graph_3_250_0.7_0_1.col,250,28497,0.01,113.99,0.92,170,249,227,240,210,249,0.11,0.71,0.68,0.75,0.7,0.7,0.7,0.0,0.0,4,187,0,1,0.93,0.91,0.98,0.03,0.14,170,227,222.6,205.26,227.81,0.07,0.72,0,187,1,1,2,1,1,1,2,0.47,0.92,6.0
