instance,balance-hard,balance-hard-max,balance-hard-mean,balance-hard-min,balance-hard-std,balance-soft,balance-soft-max,balance-soft-mean,balance-soft-min,balance-soft-std,ncls,nhard_len_stats.ave,nhard_len_stats.max,nhard_len_stats.min,nhard_len_stats.stddev,nhards,nsoft_len_stats.ave,nsoft_len_stats.max,nsoft_len_stats.min,nsoft_len_stats.stddev,nsoft_wts,nsofts,nvars,soft_wt_stats.ave,soft_wt_stats.max,soft_wt_stats.min,soft_wt_stats.stddev
reversi/rev66-28.wcnf.gz,0.578080933,1,0.642431767,0,0.233468198,0.5,1,0.5,0,0.5,146640,2.55,47,1,2.42,146568,1,1,1,0,1,72,24292,1,1,1,0
reversi/rev66-30.wcnf.gz,0.578076237,1,0.642421876,0,0.233461943,0.5,1,0.5,0,0.5,157104,2.55,47,1,2.42,157032,1,1,1,0,1,72,26022,1,1,1,0
reversi/rev66-20.wcnf.gz,0.57810911,1,0.6424911,0,0.233505706,0.5,1,0.5,0,0.5,104784,2.55,47,1,2.42,104712,1,1,1,0,1,72,17372,1,1,1,0
reversi/rev66-16.wcnf.gz,0.578133762,1,0.642542996,0,0.233538496,0.5,1,0.5,0,0.5,83856,2.55,47,1,2.42,83784,1,1,1,0,1,72,13912,1,1,1,0
reversi/rev66-22.wcnf.gz,0.578100145,1,0.642472224,0,0.233493775,0.5,1,0.5,0,0.5,115248,2.55,47,1,2.42,115176,1,1,1,0,1,72,19102,1,1,1,0
reversi/rev66-32.wcnf.gz,0.578072127,1,0.642413221,0,0.233456469,0.5,1,0.5,0,0.5,167568,2.55,47,1,2.42,167496,1,1,1,0,1,72,27752,1,1,1,0
reversi/rev66-14.wcnf.gz,0.578151368,1,0.642580055,0,0.233561901,0.5,1,0.5,0,0.5,73392,2.55,47,1,2.42,73320,1,1,1,0,1,72,12182,1,1,1,0
min-fill/MinFill_R3_miles750.wcnf.gz,0.592573915,1,0.582052119,0,0.20350665,1,1,1,1,0,1149968,3.95,9,1,1.49,1144940,1,1,1,0,1,5028,113181,1,1,1,0
min-fill/MinFill_R0_queen11_11.wcnf.gz,0.587556834,1,0.578281234,0,0.203565091,1,1,1,1,0,1209120,3.97,9,1,1.49,1203840,1,1,1,0,1,5280,117007,1,1,1,0
min-fill/MinFill_R3_miles1000.wcnf.gz,0.597545532,1,0.584729736,0,0.205779767,1,1,1,1,0,1161776,3.87,9,1,1.52,1157254,1,1,1,0,1,4522,122896,1,1,1,0
min-fill/MinFill_R0_mulsol.i.2.wcnf.gz,0.590030557,1,0.580106614,0,0.196457806,1,1,1,1,0,3293213,4.08,10,1,1.51,3282220,1,1,1,0,1,10993,269188,1,1,1,0
min-fill/MinFill_R1_games120.wcnf.gz,0.588428102,1,0.579766532,0,0.202242511,1,1,1,1,0,968543,4.01,9,1,1.47,963522,1,1,1,0,1,5021,90752,1,1,1,0
min-fill/MinFill_R0_queen8_12.wcnf.gz,0.585225241,1,0.575087069,0,0.208640167,1,1,1,1,0,664848,3.82,9,1,1.53,661656,1,1,1,0,1,3192,73632,1,1,1,0
min-fill/MinFill_R0_queen9_9.wcnf.gz,0.583315754,1,0.572621908,0,0.21279707,1,1,1,1,0,431736,3.71,9,1,1.56,429552,1,1,1,0,1,2184,52407,1,1,1,0
min-fill/MinFill_R0_mulsol.i.5.wcnf.gz,0.589918288,1,0.580143874,0,0.196074668,1,1,1,1,0,3451298,4.1,10,1,1.5,3439871,1,1,1,0,1,11427,278608,1,1,1,0
min-fill/MinFill_R0_queen6_6.wcnf.gz,0.572334923,1,0.563464015,0,0.231149104,1,1,1,1,0,53140,3.3,8,1,1.47,52800,1,1,1,0,1,340,9036,1,1,1,0
min-fill/MinFill_R4_miles500.wcnf.gz,0.589612906,1,0.580143914,0,0.203093172,1,1,1,1,0,961622,3.97,9,1,1.48,956911,1,1,1,0,1,4711,93220,1,1,1,0
min-fill/MinFill_R0_miles1500.wcnf.gz,0.600185657,1,0.583023436,0,0.216575612,1,1,1,1,0,1019420,3.62,9,1,1.57,1016490,1,1,1,0,1,2930,130944,1,1,1,0
min-fill/MinFill_R0_myciel6.wcnf.gz,0.585928373,1,0.576763641,0,0.207137883,1,1,1,1,0,702230,3.91,9,1,1.51,698520,1,1,1,0,1,3710,72105,1,1,1,0
min-fill/MinFill_R0_queen7_7.wcnf.gz,0.576510384,1,0.567545713,0,0.224780764,1,1,1,1,0,110516,3.47,8,1,1.48,109816,1,1,1,0,1,700,16758,1,1,1,0
min-fill/MinFill_R0_queen8_8.wcnf.gz,0.580082807,1,0.571330284,0,0.218567934,1,1,1,1,0,212912,3.64,8,1,1.48,211624,1,1,1,0,1,1288,28608,1,1,1,0
min-fill/MinFill_R0_myciel7.wcnf.gz,0.591363467,1,0.582927247,0,0.19418631,1,1,1,1,0,4707140,4.22,10,1,1.43,4691355,1,1,1,0,1,15785,328138,1,1,1,0
logic-synthesis/normalized-test4.pi.opb.msat.wcnf.gz,0,0,0,0,0,1,1,1,1,0,7576,76.07,172,5,29.66,1437,1,1,1,0,1,6139,6139,1,1,1,0
aes/mul_8_11.wcnf.gz,0,0,0,0,0,1,1,1,1,0,80288,82.32,90,65,3.83,65280,1,1,1,0,1,15008,15008,1,1,1,0
aes/mul_8_13.wcnf.gz,0,0,0,0,0,1,1,1,1,0,80592,81.32,92,64,3.85,65280,1,1,1,0,1,15312,15312,1,1,1,0
aes/mul_8_9.wcnf.gz,0,0,0,0,0,1,1,1,1,0,73120,54.71,64,34,3.96,65280,1,1,1,0,1,7840,7840,1,1,1,0
aes/sbox_8.wcnf.gz,0,0,0,0,0,1,1,1,1,0,201533,905.68,1517,170,191.29,65280,1,1,1,0,1,136253,136253,1,1,1,0
aes/mul_8_14.wcnf.gz,0,0,0,0,0,1,1,1,1,0,79580,78.31,93,60,3.9,65280,1,1,1,0,1,14300,14300,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g3_n52e77_n57e74_n58e75.wcnf.gz,0.973247961,1,0.980163329,0.058823529,0.102936508,0,0,0,0,0,45209,2.53,17,2,0.78,45132,1,1,1,0,1,77,1500,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g6_n14e13_n14e21_n14e13_n14e13_n14e20_n18e28.wcnf.gz,0.925663562,1,0.954814539,0.058823529,0.151377668,0,0,0,0,0,10968,2.09,17,2,0.92,10955,1,1,1,0,1,13,851,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g4_n24e34_n47e56_n92e122_n98e129.wcnf.gz,0.988121478,1,0.991337257,0.027027027,0.067338767,0,0,0,0,0,124861,2.69,37,1,0.8,124827,1,1,1,0,1,34,1984,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g2_n68e88_n77e106.wcnf.gz,0.982213507,1,0.987209102,0.034482759,0.082241048,0,0,0,0,0,69039,2.53,29,1,0.82,68951,1,1,1,0,1,88,1531,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g8_n39e38_n43e43_n58e57_n67e69_n67e68_n67e69_n67e68_n82e119.wcnf.gz,0.984881658,1,0.989878743,0.022727273,0.072502143,0,0,0,0,0,412998,2.5,44,1,0.89,412960,1,1,1,0,1,38,7790,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g2_n38e52_n41e47.wcnf.gz,0.967655843,1,0.974150312,0.071428571,0.117778997,0,0,0,0,0,12236,2.58,14,1,0.73,12184,1,1,1,0,1,52,495,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g3_n43e49_n72e77_n81e85.wcnf.gz,0.983213198,1,0.988113463,0.026315789,0.078916883,0,0,0,0,0,97188,2.56,38,2,0.88,97139,1,1,1,0,1,49,2083,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g2_n35e34_n70e73.wcnf.gz,0.9769429,1,0.983331751,0.041666667,0.093628183,0,0,0,0,0,26359,2.52,24,2,0.84,26325,1,1,1,0,1,34,766,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g6_n39e38_n43e43_n61e61_n67e69_n67e68_n82e119.wcnf.gz,0.985010375,1,0.989924058,0.022727273,0.072357251,0,0,0,0,0,297126,2.5,44,1,0.89,297088,1,1,1,0,1,38,5567,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g4_n58e71_n61e85_n100e127_n104e131.wcnf.gz,0.986761757,1,0.990638216,0.024390244,0.069958419,0,0,0,0,0,253944,2.6,41,1,0.84,253873,1,1,1,0,1,71,4351,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g3_n43e49_n45e51_n47e60.wcnf.gz,0.96835292,1,0.976019293,0.055555556,0.112976284,0,0,0,0,0,26461,2.54,18,1,0.79,26412,1,1,1,0,1,49,1055,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g5_n24e23_n28e29_n32e33_n32e33_n38e39.wcnf.gz,0.983681828,1,0.988872595,0.03030303,0.076203908,0,0,0,0,0,122874,2.51,33,2,0.85,122851,1,1,1,0,1,23,2519,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g2_n44e59_n74e84.wcnf.gz,0.977670687,1,0.983642127,0.033333333,0.092918806,0,0,0,0,0,31212,2.54,30,1,0.86,31153,1,1,1,0,1,59,870,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g2_n44e43_n57e61.wcnf.gz,0.97918905,1,0.986389545,0.022727273,0.084105636,0,0,0,0,0,50394,2.35,44,2,1,50351,1,1,1,0,1,43,1231,1,1,1,0
MaximumCommonSub-GraphExtraction/solved/g10_n13e12_n13e12_n14e13_n14e13_n14e13_n14e13_n14e13_n15e13_n15e14_n15e14.wcnf.gz,0.922318026,1,0.953383615,0.066666667,0.153522406,0,0,0,0,0,17821,2.08,15,2,0.94,17809,1,1,1,0,1,12,1438,1,1,1,0
